Info,Info,Info,Info,Info,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,Expected,Expected,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Team,Player,Nation,Pos,Age,MP,Starts,Min,Ast,G-PK,PK,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Fls,Fld,Off,Crs,OG,Recov,Won,Lost,Won%
Wolverhampton Wanderers,Craig Dawson,eng ENG,DF,33,25,25,2209.0,1,1,0,7,0,1.5,1.5,1.4,1,49,4,0.04,0.04,0.08,0.04,0.08,0.06,0.06,0.12,0.06,0.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.5,1,16,5,31.3,0.65,0.20,0.06,0.20,11.2,0,0,0,0.09,-0.5,-0.5,1104,1277,86.5,23417,8062,296,333,88.9,640,679,94.3,158,237,66.7,1,1.4,0.6,-0.4,9,52,2,0,49,1277,1236,38,29,2,22,1,1,0,0,0,0,1104,3,9,12,0.49,8,0,0,3,0,1,1,0.04,0,0,0,1,0,0,30,20,23,6,1,22,34,64.7,12,51,39,12,16,46,120,1,1529,292,889,592,54,34,1529,3,3,100.0,0,0.0,896,4227,1932,1,7,0,5,2,997,4,88,64.6,25,88,23,0,,2,1.40,33,38,-5,-0.20,+0.54,32.4,39.4,-7.0,-0.29,+0.75,20,15,4,1,0,100,63,32,66.3
Tottenham Hotspur,Cristian Romero,ar ARG,DF,25,33,33,2790.0,0,5,0,7,1,3.5,3.5,0.4,32,179,8,0.16,0.00,0.16,0.16,0.16,0.11,0.01,0.13,0.11,0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.0,5,24,9,37.5,0.77,0.29,0.21,0.56,10.5,0,0,0,0.14,+1.5,+1.5,2390,2606,91.7,41458,16198,966,1035,93.3,1279,1341,95.4,111,158,70.3,0,0.4,1.5,-0.4,7,189,14,0,179,2606,2456,147,123,6,4,3,14,0,0,0,0,2390,3,24,35,1.13,28,2,0,3,0,2,2,0.06,1,0,0,1,0,0,66,40,35,25,6,32,44,72.7,12,46,22,24,44,110,106,1,2923,357,1254,1494,198,33,2923,8,5,62.5,1,12.5,1957,9359,6026,32,42,0,12,4,2071,8,85,81.6,33,85,30,0,,0,1.88,63,42,+21,+0.68,+1.82,58.1,45.4,+12.7,+0.41,+1.55,31,24,1,3,1,189,87,39,69.0
Liverpool,Curtis Jones,eng ENG,MF,22,23,14,1167.0,1,1,0,3,1,2.6,2.6,0.7,31,74,88,0.08,0.08,0.15,0.08,0.15,0.20,0.05,0.25,0.20,0.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.0,1,19,5,26.3,1.47,0.39,0.05,0.20,16.2,0,0,0,0.14,-1.6,-1.6,707,776,91.1,10366,2136,405,428,94.6,257,278,92.4,22,30,73.3,1,0.7,1.1,+0.3,11,64,14,1,74,776,749,25,4,4,2,4,20,1,0,0,0,707,2,5,36,2.78,28,0,3,3,1,1,3,0.23,3,0,0,0,0,0,27,14,12,12,3,10,23,43.5,13,22,0,22,7,34,8,0,915,24,127,509,287,38,915,29,15,51.7,10,34.5,624,3297,1425,31,25,7,15,33,709,88,51,34.1,14,70,4,9,20,4,1.96,31,17,+14,+1.08,-0.16,31.7,15.5,+16.2,+1.25,+0.22,16,14,5,4,0,72,7,12,36.8
Newcastle United,Dan Burn,eng ENG,DF,31,33,32,2726.0,2,2,0,4,0,3.1,3.1,1.1,14,75,25,0.07,0.07,0.13,0.07,0.13,0.10,0.04,0.14,0.10,0.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.3,2,23,5,21.7,0.76,0.17,0.09,0.40,8.1,0,0,0,0.14,-1.1,-1.1,1351,1667,81.0,22402,8237,606,702,86.3,676,788,85.8,54,111,48.6,2,1.1,1.1,+0.9,10,67,7,3,75,1667,1471,190,38,1,4,11,150,0,0,0,0,1351,6,25,27,0.89,22,2,1,2,0,0,4,0.13,3,0,0,1,0,0,61,33,37,20,4,26,61,42.6,35,55,25,30,37,98,124,1,2007,204,948,851,212,46,2007,6,4,66.7,2,33.3,924,3930,1664,14,7,3,15,10,1150,25,83,79.7,32,85,24,1,18,0,1.64,74,45,+29,+0.96,+1.74,63.0,44.9,+18.0,+0.60,+1.04,32,11,4,11,0,124,101,47,68.2
Ipswich Town,Dane Scarlett,eng ENG,FW,19,12,0,158.0,0,0,0,1,0,0.5,0.5,0.4,8,4,11,0.00,0.00,0.00,0.00,0.00,0.29,0.22,0.51,0.29,0.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.8,0,9,3,33.3,5.13,1.71,0.00,0.00,15.3,0,0,0,0.06,-0.5,-0.5,28,41,68.3,493,107,12,13,92.3,12,19,63.2,3,4,75.0,0,0.4,0.4,-0.4,1,6,0,0,4,41,39,2,0,0,1,3,0,0,0,0,0,28,0,4,10,5.77,6,0,1,2,1,0,1,0.58,1,0,0,0,0,0,5,4,1,2,2,2,4,50.0,2,2,0,2,0,5,3,0,77,5,9,34,35,12,77,9,5,55.6,4,44.4,47,374,191,8,1,2,4,4,54,11,13,3.8,0,,0,12,13,6,2.08,6,4,+2,+1.14,+0.39,4.6,4.4,+0.2,+0.09,-0.52,9,5,1,3,0,6,6,15,28.6
Bournemouth,Dango Ouattara,bf BFA,"FW,DF",21,30,12,1229.0,2,1,0,3,0,2.6,2.6,1.5,47,35,90,0.07,0.15,0.22,0.07,0.22,0.19,0.11,0.30,0.19,0.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.7,1,30,7,23.3,2.20,0.51,0.03,0.14,15.2,0,0,0,0.09,-1.6,-1.6,371,558,66.5,5941,1943,190,255,74.5,147,201,73.1,25,57,43.9,2,1.5,1.4,+0.5,17,25,11,5,35,558,473,84,8,2,1,36,73,3,0,0,0,371,1,23,45,3.30,34,1,4,2,1,3,3,0.22,3,0,0,0,0,0,45,27,22,11,12,19,34,55.9,15,18,3,15,22,67,35,0,783,37,210,273,317,69,783,47,21,44.7,20,42.6,365,2597,1409,47,24,18,23,12,405,90,41,35.9,12,74,4,18,19,2,1.40,20,24,-4,-0.29,+0.08,19.2,20.5,-1.3,-0.10,-0.06,15,17,4,36,0,69,35,32,52.2
Wolverhampton Wanderers,Daniel Bentley,eng ENG,GK,30,5,3,383.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,1.64,15,8,53.3,1,0,2,1,33.3,0,0,0,0,,4.3,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,96,144,66.7,2347,1661,30,30,100.0,37,37,100.0,28,76,36.8,0,0.0,0.0,0.0,0,2,0,0,0,144,98,46,13,0,0,0,0,0,0,0,0,96,0,0,1,0.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,151,120,149,2,0,0,151,0,0,,0,,66,318,181,0,0,0,0,0,76,0,77,11.2,3,90,3,2,57,33,0.60,3,7,-4,-0.94,-0.61,4.2,7.6,-3.4,-0.79,-0.26,0,0,0,0,0,6,2,0,100.0
Crystal Palace,Daniel Muñoz,co COL,"DF,MF",27,16,16,1439.0,4,0,0,4,0,1.2,1.2,2.4,25,38,80,0.00,0.25,0.25,0.00,0.25,0.08,0.15,0.23,0.08,0.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.0,0,8,0,0.0,0.50,0.00,0.00,,8.5,0,0,0,0.15,-1.2,-1.2,561,720,77.9,7556,2865,365,417,87.5,164,228,71.9,14,35,40.0,4,2.4,1.3,+1.6,21,25,4,0,38,720,573,145,4,0,0,11,141,0,0,0,0,561,2,17,46,2.88,38,2,1,1,2,2,7,0.44,5,1,1,0,0,0,55,35,31,14,10,19,38,50.0,19,29,7,22,24,79,47,0,947,54,262,411,284,42,947,28,13,46.4,12,42.9,385,1841,873,25,17,5,21,7,465,80,90,42.1,16,90,15,0,,0,1.56,32,22,+10,+0.63,+1.13,22.5,19.3,+3.2,+0.20,+0.50,30,8,8,11,0,76,26,28,48.1
Nottingham Forest,Danilo,br BRA,MF,22,29,20,1792.0,2,2,0,4,0,1.8,1.8,1.5,22,83,28,0.10,0.10,0.20,0.10,0.20,0.09,0.08,0.17,0.09,0.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.9,2,23,7,30.4,1.16,0.35,0.09,0.29,21.0,0,0,0,0.08,+0.2,+0.2,589,758,77.7,10498,3239,255,297,85.9,247,286,86.4,70,123,56.9,2,1.5,0.7,+0.5,20,74,14,0,83,758,717,35,7,4,9,26,1,19,19,0,0,589,6,15,48,2.41,34,5,4,4,1,0,4,0.20,4,0,0,0,0,0,36,18,22,12,2,21,46,45.7,25,33,8,25,35,71,42,0,977,79,281,521,191,16,977,26,17,65.4,9,34.6,515,2547,1178,22,20,3,24,13,592,28,62,52.4,20,80,7,9,20,2,1.03,31,42,-11,-0.55,-0.17,30.4,28.1,+2.3,+0.11,+0.42,13,9,2,26,0,118,14,10,58.3
West Ham United,Danny Ings,eng ENG,FW,31,20,3,404.0,0,1,0,1,0,1.3,1.3,0.3,7,8,29,0.22,0.00,0.22,0.22,0.22,0.28,0.06,0.34,0.28,0.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.5,1,12,4,33.3,2.67,0.89,0.08,0.25,13.4,0,0,0,0.11,-0.3,-0.3,76,107,71.0,854,170,40,50,80.0,19,24,79.2,1,8,12.5,0,0.3,0.3,-0.3,5,2,3,0,8,107,100,6,0,0,0,1,0,0,0,0,0,76,1,6,17,3.79,8,0,3,4,1,1,3,0.67,0,0,1,1,1,0,6,2,0,6,0,4,13,30.8,9,4,1,3,3,9,7,0,165,8,20,68,79,24,165,13,6,46.2,6,46.2,94,381,129,7,2,3,9,4,107,29,20,11.8,3,80,1,17,10,18,0.95,5,10,-5,-1.11,-0.85,6.8,10.6,-3.8,-0.85,-0.40,4,6,1,1,0,12,3,9,25.0
Brighton and Hove Albion,Danny Welbeck,eng ENG,"FW,MF",32,29,21,1693.0,1,5,0,4,0,5.3,5.3,1.7,32,44,100,0.27,0.05,0.32,0.27,0.32,0.28,0.09,0.37,0.28,0.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.8,5,41,16,39.0,2.18,0.85,0.12,0.31,14.5,1,0,0,0.13,-0.3,-0.3,423,515,82.1,4847,730,304,349,87.1,91,106,85.8,1,2,50.0,1,1.7,1.4,-0.7,22,23,13,0,44,515,490,21,1,4,1,3,2,0,0,0,0,423,4,22,71,3.77,52,0,3,11,5,0,7,0.37,3,0,0,2,2,0,35,17,9,17,9,10,17,58.8,7,12,0,12,9,44,17,1,727,20,71,337,325,73,727,27,8,29.6,16,59.3,443,2011,877,32,16,13,46,21,533,100,58,49.5,21,70,4,8,28,1,1.21,25,28,-3,-0.16,+0.05,30.8,27.6,+3.2,+0.17,+0.27,12,21,9,3,0,42,16,22,42.1
Liverpool,Darwin Núñez,uy URU,FW,24,36,22,2047.0,8,11,0,9,0,16.3,15.5,6.0,58,54,206,0.48,0.35,0.84,0.48,0.84,0.72,0.27,0.98,0.68,0.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.7,11,107,46,43.0,4.70,2.02,0.10,0.24,15.0,0,0,1,0.15,-5.3,-4.5,341,493,69.2,4780,1020,196,251,78.1,101,147,68.7,22,37,59.5,8,6.0,4.5,+2.0,33,23,26,0,54,493,472,17,2,6,1,19,5,0,0,0,0,341,4,18,79,3.47,60,0,5,12,2,0,14,0.62,11,0,0,2,1,0,22,12,2,10,10,11,23,47.8,12,18,6,12,3,25,9,0,777,13,41,224,526,192,776,44,15,34.1,20,45.5,468,2694,1279,58,35,36,53,29,575,206,57,59.9,22,79,9,14,21,1,2.19,48,25,+23,+1.01,-0.43,52.8,25.6,+27.2,+1.19,+0.22,28,15,33,19,0,56,34,55,38.2
Bournemouth,David Brooks,wls WAL,"FW,MF",26,13,2,282.0,1,1,0,1,0,2.2,2.2,1.0,8,21,27,0.32,0.32,0.64,0.32,0.64,0.70,0.33,1.03,0.70,1.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1,1,13,5,38.5,4.15,1.60,0.08,0.20,17.4,0,0,0,0.17,-1.2,-1.2,95,132,72.0,1545,666,47,55,85.5,34,42,81.0,10,23,43.5,1,1.0,0.5,0.0,8,14,12,3,21,132,120,12,1,1,1,15,5,6,5,0,0,95,0,6,20,6.41,16,1,1,1,1,0,3,0.96,2,0,1,0,0,0,5,4,2,1,2,2,4,50.0,2,3,0,3,2,7,2,0,177,2,25,72,83,11,177,10,4,40.0,6,60.0,102,680,279,8,9,1,7,1,113,27,22,8.2,2,65,0,11,14,7,0.92,5,7,-2,-0.64,-0.32,5.6,6.1,-0.5,-0.16,-0.11,6,1,1,15,0,17,1,6,14.3
Southampton,David Brooks,wls WAL,"FW,MF",26,17,11,895.0,5,2,0,2,0,2.3,2.3,4.2,24,48,117,0.20,0.50,0.70,0.20,0.70,0.23,0.42,0.65,0.23,0.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.9,2,20,9,45.0,2.01,0.91,0.10,0.22,16.2,1,0,0,0.11,-0.3,-0.3,375,479,78.3,5781,1447,208,234,88.9,135,175,77.1,20,42,47.6,5,4.2,5.0,+0.8,24,22,32,1,48,479,442,36,9,6,2,26,7,18,1,7,0,375,1,13,50,5.03,39,3,5,1,2,0,9,0.91,7,0,2,0,0,0,15,6,6,7,2,7,16,43.8,9,13,2,11,3,18,3,0,582,8,57,230,305,48,582,35,16,45.7,15,42.9,387,2297,887,24,20,10,22,8,459,117,53,21.6,11,65,0,6,30,1,1.65,21,12,+9,+0.91,+0.49,19.0,10.7,+8.3,+0.83,+0.21,8,19,3,26,0,31,3,11,21.4
Crystal Palace,David Ozoh,eng ENG,"MF,DF",18,9,0,156.0,0,0,0,1,0,0.0,0.0,0.0,2,4,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.7,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,48,51,94.1,695,112,21,22,95.5,25,25,100.0,0,0,,0,0.0,0.0,0.0,0,3,0,0,4,51,51,0,0,0,0,0,0,0,0,0,0,48,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,10,6,3,6,1,5,6,83.3,1,2,0,2,0,10,2,0,73,1,19,44,11,0,73,3,1,33.3,2,66.7,37,161,39,2,2,0,2,4,42,3,17,4.6,0,,0,9,17,15,1.00,2,5,-3,-1.73,-1.79,2.7,3.0,-0.3,-0.19,-0.11,2,0,0,0,0,8,3,5,37.5
Arsenal,David Raya,es ESP,GK,27,32,32,2880.0,0,0,0,2,0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24,0.75,69,45,68.1,23,4,5,16,50.0,3,2,1,0,33.3,32.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,800,1068,74.9,19691,14108,228,231,98.7,387,391,99.0,183,439,41.7,0,0.0,0.1,0.0,0,30,0,0,2,1068,898,167,71,0,1,0,0,0,0,0,0,800,3,2,4,0.12,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,8,5,1099,764,1060,39,0,0,1099,0,0,,0,,728,3442,1992,0,0,0,1,0,637,0,90,84.2,32,90,32,0,,3,2.28,80,24,+56,+1.75,+0.75,65.0,22.1,+42.9,+1.34,+0.45,0,4,0,0,0,38,5,1,83.3
Crystal Palace,Dean Henderson,eng ENG,GK,26,18,18,1620.0,0,0,0,2,0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30,1.67,86,57,66.3,8,4,6,4,22.2,1,1,0,0,0.0,18.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,280,485,57.7,7596,5485,75,78,96.2,120,123,97.6,81,277,29.2,0,0.0,0.0,0.0,0,9,1,0,0,485,342,140,35,0,0,0,0,0,0,0,0,280,3,0,1,0.06,1,0,0,0,0,0,1,0.06,1,0,0,0,0,0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,8,2,536,478,536,0,0,0,536,0,0,,0,,284,1668,734,0,0,0,1,0,233,0,90,47.4,18,90,18,0,,7,1.56,36,30,+6,+0.33,+0.68,23.1,25.6,-2.6,-0.14,-0.10,0,2,0,0,1,14,4,0,100.0
Arsenal,Declan Rice,eng ENG,MF,24,38,37,3225.0,8,7,0,5,0,3.3,3.3,5.3,75,278,64,0.20,0.22,0.42,0.20,0.42,0.09,0.15,0.24,0.09,0.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.8,7,58,20,34.5,1.62,0.56,0.12,0.35,20.4,2,0,0,0.06,+3.7,+3.7,2041,2295,88.9,34242,9378,958,1031,92.9,910,975,93.3,137,210,65.2,8,5.3,4.8,+2.7,47,240,39,2,278,2295,2181,107,48,2,17,60,1,47,38,0,0,2041,7,26,100,2.79,71,16,3,5,0,5,12,0.33,6,5,0,1,0,0,83,51,37,38,8,32,57,56.1,25,37,11,26,44,127,52,0,2650,100,581,1398,696,67,2650,46,21,45.7,20,43.5,1675,10194,5139,75,70,16,31,22,1928,64,85,94.3,37,87,29,1,24,0,2.34,84,28,+56,+1.56,-1.21,71.6,26.5,+45.1,+1.26,-0.18,34,13,2,60,0,178,39,43,47.6
Tottenham Hotspur,Dejan Kulusevski,se SWE,"FW,MF",23,36,31,2762.0,3,8,0,7,0,4.7,4.7,7.7,151,144,388,0.26,0.10,0.36,0.26,0.36,0.15,0.25,0.40,0.15,0.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.7,8,57,23,40.4,1.86,0.75,0.14,0.35,15.7,0,0,0,0.08,+3.3,+3.3,953,1234,77.2,13509,3584,610,700,87.1,279,363,76.9,39,72,54.2,3,7.7,6.7,-4.7,66,55,73,19,144,1234,1185,42,8,12,6,89,6,24,6,0,0,953,7,55,127,4.14,104,1,9,11,0,2,8,0.26,6,0,1,0,0,1,62,33,19,20,23,25,67,37.3,42,24,1,23,18,80,2,1,1623,12,167,503,984,226,1623,129,54,41.9,66,51.2,1169,7680,3856,151,61,82,86,65,1229,388,77,80.8,31,85,21,5,26,0,1.72,57,46,+11,+0.36,+0.08,55.0,48.7,+6.3,+0.20,+0.41,54,29,10,89,0,133,7,15,31.8
Leicester City,Dennis Praet,be BEL,MF,29,17,6,618.0,1,0,0,0,0,0.9,0.9,2.1,10,32,51,0.00,0.15,0.15,0.00,0.15,0.13,0.30,0.43,0.13,0.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.9,0,6,2,33.3,0.87,0.29,0.00,0.00,13.4,0,0,0,0.15,-0.9,-0.9,282,331,85.2,4223,758,152,162,93.8,111,130,85.4,10,17,58.8,1,2.1,2.4,-1.1,15,13,8,3,32,331,326,4,2,2,0,18,1,0,0,0,0,282,1,5,26,3.78,23,0,2,0,1,0,4,0.58,3,0,0,0,1,0,3,1,1,1,1,2,3,66.7,1,3,0,3,5,8,12,0,382,9,65,175,146,33,382,8,5,62.5,1,12.5,260,1096,406,10,6,4,10,2,307,51,36,14.9,6,67,0,11,20,7,2.29,15,4,+11,+1.60,+0.66,15.9,7.1,+8.8,+1.28,+0.43,5,7,2,18,0,28,6,8,42.9
Tottenham Hotspur,Destiny Udogie,it ITA,DF,20,28,28,2391.0,3,2,0,7,1,2.4,2.4,2.2,83,155,138,0.08,0.11,0.19,0.08,0.19,0.09,0.08,0.17,0.09,0.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.6,2,9,5,55.6,0.34,0.19,0.22,0.40,10.1,0,0,0,0.27,-0.4,-0.4,1235,1440,85.8,16731,5145,775,844,91.8,400,460,87.0,19,33,57.6,3,2.2,2.0,+0.8,24,115,13,0,155,1440,1212,225,24,0,0,22,201,0,0,0,0,1235,3,42,57,2.15,51,0,4,2,0,0,7,0.26,6,0,0,1,0,0,68,33,41,16,11,27,49,55.1,22,27,8,19,37,105,80,5,1775,96,487,815,506,71,1775,58,24,41.4,26,44.8,974,6108,3320,83,65,19,49,26,1028,138,85,69.9,28,85,21,0,,0,1.93,56,40,+16,+0.60,+0.86,48.3,42.4,+5.9,+0.22,+0.32,51,36,3,22,0,169,22,26,45.8
Aston Villa,Diego Carlos,br BRA,DF,30,27,20,1816.0,0,0,0,4,0,1.9,1.9,0.1,4,59,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.2,0,10,1,10.0,0.50,0.05,0.00,0.00,9.1,0,0,0,0.19,-1.9,-1.9,1184,1340,88.4,23313,9315,357,378,94.4,714,749,95.3,107,199,53.8,0,0.1,0.4,-0.1,3,72,4,0,59,1340,1293,47,41,0,6,1,0,0,0,0,0,1184,0,4,9,0.45,9,0,0,0,0,0,2,0.10,2,0,0,0,0,0,27,16,22,4,1,13,21,61.9,8,24,19,5,13,40,78,3,1517,244,867,610,43,23,1517,4,2,50.0,2,50.0,1013,4786,2606,4,2,1,8,4,1118,1,67,53.1,20,86,18,7,15,5,1.56,35,36,-1,-0.05,-0.95,31.4,33.8,-2.4,-0.12,-0.44,26,4,1,1,0,78,21,26,44.7
Manchester United,Diogo Dalot,pt POR,DF,24,36,35,3174.0,3,2,0,6,1,1.7,1.7,2.9,52,124,111,0.06,0.09,0.14,0.06,0.14,0.05,0.08,0.13,0.05,0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.3,2,30,7,23.3,0.85,0.20,0.07,0.29,21.0,0,0,0,0.06,+0.3,+0.3,1486,1830,81.2,24927,8066,729,817,89.2,574,701,81.9,139,213,65.3,3,2.9,2.4,+0.1,37,107,31,16,124,1830,1546,277,21,1,7,80,251,5,2,3,0,1486,7,39,78,2.21,67,4,2,3,1,1,7,0.20,6,0,0,1,0,0,81,51,58,12,11,51,74,68.9,23,44,16,28,37,118,111,0,2196,185,752,873,587,48,2196,52,31,59.6,18,34.6,1149,5413,2901,52,43,10,24,11,1255,111,88,92.8,35,90,34,1,25,1,1.58,56,55,+1,+0.03,+0.76,51.5,64.3,-12.8,-0.36,-0.47,45,14,2,80,0,195,32,25,56.1
Liverpool,Diogo Jota,pt POR,FW,26,21,14,1145.0,3,10,0,3,1,5.3,5.3,3.3,54,34,111,0.79,0.24,1.02,0.79,1.02,0.42,0.26,0.68,0.42,0.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.7,10,41,19,46.3,3.22,1.49,0.24,0.53,12.3,0,0,0,0.13,+4.7,+4.7,287,394,72.8,3995,939,185,227,81.5,83,104,79.8,11,17,64.7,3,3.3,1.7,-0.3,22,18,12,0,34,394,393,1,0,5,1,9,1,0,0,0,0,287,0,22,48,3.77,36,0,5,3,4,0,14,1.10,7,0,4,1,2,0,23,13,6,13,4,10,23,43.5,13,9,1,8,7,30,4,0,594,8,53,240,311,107,594,41,15,36.6,21,51.2,350,2104,1239,54,29,23,42,18,427,111,55,33.5,14,71,3,7,22,1,2.29,34,10,+24,+1.89,+1.06,28.5,14.0,+14.5,+1.14,+0.05,27,21,3,9,0,48,17,38,30.9
